brand_id,brand_name,series_name,车辆主表series_id,销量表原series_id,统一后series_id,销量数据来源,销量表车系名,核对状态,处理说明,pcauto_id语义,has_sales_data
108.0,大通,上汽大通MAXUS EUNIQ 7,sg26362,sg26362,sg26362,pcauto,上汽大通MAXUS EUNIQ 7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,魏牌 摩卡新能源,sg27202,sg27202,sg27202,pcauto,魏牌 摩卡新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
395.0,岚图汽车,岚图梦想家,sg28371,sg28371,sg28371,pcauto,岚图梦想家,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
29.0,英菲尼迪,英菲尼迪QX60(进口),sg9690,sg9690,sg9690,pcauto,英菲尼迪QX60(进口),系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾B30新能源,sg21674,sg21674,sg21674,pcauto,奔腾B30新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚科赛,sg22623,sg22623,sg22623,pcauto,长安欧尚科赛,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,云逸 C4 AIRCROSS,sg22637,sg22637,sg22637,pcauto,云逸 C4 AIRCROSS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,逸动DT,sg22734,sg22734,sg22734,pcauto,逸动DT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
373.0,东风富康,富康ES600,sg28567,sg28567,sg28567,pcauto,富康ES600,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
381.0,睿蓝汽车,睿蓝汽车X3 PRO,sg28791,sg28791,sg28791,pcauto,睿蓝汽车X3 PRO,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏RC-6,sg24895,sg24895,sg24895,pcauto,宝骏RC-6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
62.0,林肯,冒险家新能源,sg25100,sg25100,sg25100,pcauto,冒险家新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
95.0,东风风光,风光E1,sg25602,sg25602,sg25602,pcauto,风光E1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京越野,北京BJ30,sg26342,sg26342,sg26342,pcauto,北京BJ30,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
7.0,福特,福特电马,sg27231,sg27231,sg27231,pcauto,福特电马,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,鲸,sg27475,sg27475,sg27475,pcauto,鲸,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,本田e:NS1,sg28121,sg28121,sg28121,pcauto,本田e:NS1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓X6,sg28254,sg28254,sg28254,pcauto,思皓X6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
61.0,标致,标致308,sg7589,sg7589,sg7589,pcauto,标致308,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
70.0,东风风行,景逸S50,sg10410,sg10410,sg10410,pcauto,景逸S50,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚CX70,sg13299,sg13299,sg13299,pcauto,长安欧尚CX70,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗F7,sg23383,sg23383,sg23383,pcauto,哈弗F7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
209.0,捷途,捷途X70S EV,sg24263,sg24263,sg24263,pcauto,捷途X70S EV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
11.0,现代,昂希诺 纯电动,sg24609,sg24609,sg24609,pcauto,昂希诺 纯电动,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,大家9,sg27431,sg27431,sg27431,pcauto,大家9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,天际,天际ME5,sg27731,sg27731,sg27731,pcauto,天际ME5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,e:NP1 极湃1,sg28131,sg28131,sg28131,pcauto,e:NP1 极湃1,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京汽车,魔方,sg28383,sg28383,sg28383,pcauto,魔方,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
264.0,吉利几何,几何E萤火虫,sg28637,sg28637,sg28637,pcauto,几何E萤火虫,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,帝豪L HiP,sg28724,sg28724,sg28724,pcauto,帝豪L HiP,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,国金汽车,骏行,sg28952,sg28952,sg28952,pcauto,骏行,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,奇瑞新能源,瑞虎e,sg24553,sg24553,sg24553,pcauto,瑞虎e,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗酷狗,sg27604,sg27604,sg27604,pcauto,哈弗酷狗,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,拿铁DHT-PHEV,sg28003,sg28003,sg28003,pcauto,拿铁DHT-PHEV,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
24.0,沃尔沃,沃尔沃C40,sg28671,sg28671,sg28671,pcauto,沃尔沃C40,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,鸿蒙智行,问界M7,sg28721,sg28721,sg28721,pcauto,问界M7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
235.0,思皓,思皓爱跑,sg28725,sg28725,sg28725,pcauto,思皓爱跑,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,凯越,sg3188,sg3188,sg3188,pcauto,凯越,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
59.0,红旗,红旗国耀,sg28211,sg28211,sg28211,pcauto,红旗国耀,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威iMAX8新能源,sg28636,sg28636,sg28636,pcauto,荣威iMAX8新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
112.0,蔚来,蔚来ES7,sg28661,sg28661,sg28661,pcauto,蔚来ES7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,MG4,sg28701,sg28701,sg28701,pcauto,MG4,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,ZR-V 致在,sg28782,sg28782,sg28782,pcauto,ZR-V 致在,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
142.0,凯翼,凯翼X3,sg13560,sg13560,sg13560,pcauto,凯翼X3,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
3.0,奔驰,奔驰C级新能源,sg21458,sg21458,sg21458,pcauto,奔驰C级新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
70.0,东风风行,风行游艇,sg27582,sg27582,sg27582,pcauto,风行游艇,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗H6新能源,sg28461,sg28461,sg28461,pcauto,哈弗H6新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
78.0,北汽制造,元宝,sg28594,sg28594,sg28594,pcauto,元宝,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
207.0,零跑汽车,零跑C01,sg28614,sg28614,sg28614,pcauto,零跑C01,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚Z6 智电iDD,sg28760,sg28760,sg28760,pcauto,长安欧尚Z6 智电iDD,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,昂扬,sg28863,sg28863,sg28863,pcauto,昂扬,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东南,东南DX8 PLUS,sg28964,sg28964,sg28964,pcauto,东南DX8 PLUS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
21.0,雪铁龙,全新爱丽舍,sg3187,sg3187,sg3187,pcauto,全新爱丽舍,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,睿骋,sg7531,sg7531,sg7531,pcauto,睿骋,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,一汽丰田bZ4X,sg28712,sg28712,sg28712,pcauto,一汽丰田bZ4X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
159.0,腾势,腾势D9,sg28718,sg28718,sg28718,pcauto,腾势D9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东风纳米,纳米BOX,sg28843,sg28843,sg28843,pcauto,纳米BOX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,东南,东南DX8,sg28963,sg28963,sg28963,pcauto,东南DX8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,阅朗,sg22188,sg22188,sg22188,pcauto,阅朗,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,哪吒汽车,哪吒S,sg27503,sg27503,sg27503,pcauto,哪吒S,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
5.0,丰田,广汽丰田bZ4X,sg28380,sg28380,sg28380,pcauto,广汽丰田bZ4X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
368.0,合创汽车,合创A06,sg28425,sg28425,sg28425,pcauto,合创A06,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,奇瑞新能源,无界PRO,sg28726,sg28726,sg28726,pcauto,无界PRO,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,星越L增程电动版,sg29062,sg29062,sg29062,pcauto,星越L增程电动版,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
78.0,北汽制造,家宝,sg29449,sg29449,sg29449,pcauto,家宝,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,奇瑞新能源,瑞虎3xe,sg22444,sg22444,sg22444,pcauto,瑞虎3xe,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,宋Pro新能源,sg24638,sg24638,sg24638,pcauto,宋Pro新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,爱驰,爱驰U6,sg25783,sg25783,sg25783,pcauto,爱驰U6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
395.0,岚图汽车,岚图追光,sg26593,sg26593,sg26593,pcauto,岚图追光,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,护卫舰07,sg27552,sg27552,sg27552,pcauto,护卫舰07,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
142.0,凯翼,凯翼昆仑,sg28967,sg28967,sg28967,pcauto,凯翼昆仑,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
15.0,马自达,阿特兹,sg10560,sg10560,sg10560,pcauto,阿特兹,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
15.0,马自达,马自达CX-4,sg13827,sg13827,sg13827,pcauto,马自达CX-4,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威RX5新能源,sg21012,sg21012,sg21012,pcauto,荣威RX5新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威i6 MAX,sg26504,sg26504,sg26504,pcauto,荣威i6 MAX,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,MG领航,sg26722,sg26722,sg26722,pcauto,MG领航,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,MG领航新能源,sg27044,sg27044,sg27044,pcauto,MG领航新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,中国重汽VGV,VGV U70 PRO,sg28741,sg28741,sg28741,pcauto,VGV U70 PRO,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,海马新能源,海马7X新能源,sg28801,sg28801,sg28801,pcauto,海马7X新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,长安CS55,sg20692,sg20692,sg20692,pcauto,长安CS55,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
68.0,北京越野,北京BJ60,sg28722,sg28722,sg28722,pcauto,北京BJ60,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
119.0,长安欧尚,长安欧尚X5 PLUS,sg28954,sg28954,sg28954,pcauto,长安欧尚X5 PLUS,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,极氪,极氪009,sg28991,sg28991,sg28991,pcauto,极氪009,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗大狗PLUS新能源,sg29114,sg29114,sg29114,pcauto,哈弗大狗PLUS新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
35.0,长安,长安CS75 PLUS 智电iDD,sg29302,sg29302,sg29302,pcauto,长安CS75 PLUS 智电iDD,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
858.0,吉利银河,吉利熊猫,sg29374,sg29374,sg29374,pcauto,吉利熊猫,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威RX9,sg28747,sg28747,sg28747,pcauto,荣威RX9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
202.0,理想汽车,理想L7,sg29163,sg29163,sg29163,pcauto,理想L7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
95.0,东风风光,风光370,sg13218,sg13218,sg13218,pcauto,风光370,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,DS,DS 4S,sg13427,sg13427,sg13427,pcauto,DS 4S,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,MG名爵,MG7,sg1983,sg1983,sg1983,pcauto,MG7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
27.0,奔腾,奔腾M9,sg28868,sg28868,sg28868,pcauto,奔腾M9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,魏牌 蓝山,sg29218,sg29218,sg29218,pcauto,魏牌 蓝山,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
40.0,广汽传祺,传祺E9,sg29571,sg29571,sg29571,pcauto,传祺E9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,极氪,极氪X,sg29261,sg29261,sg29261,pcauto,极氪X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏悦也,sg29461,sg29461,sg29461,pcauto,宝骏悦也,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗枭龙,sg29581,sg29581,sg29581,pcauto,哈弗枭龙,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
78.0,北汽制造,212,sg10250,sg10250,sg10250,pcauto,212,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
209.0,捷途,捷途大圣i-DM,sg29108,sg29108,sg29108,pcauto,捷途大圣i-DM,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
78.0,北汽制造,王牌M7,sg29112,sg29112,sg29112,pcauto,王牌M7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,昊铂,昊铂GT,sg29362,sg29362,sg29362,pcauto,昊铂GT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,雅阁新能源,sg29442,sg29442,sg29442,pcauto,雅阁新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
12.0,别克,别克E4,sg29443,sg29443,sg29443,pcauto,别克E4,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
78.0,北汽制造,勇士,sg4573,sg4573,sg4573,pcauto,勇士,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
425.0,坦克,坦克500新能源,sg29113,sg29113,sg29113,pcauto,坦克500新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
9.0,本田,英仕派新能源,sg29503,sg29503,sg29503,pcauto,英仕派新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,宝骏,宝骏云朵,sg29841,sg29841,sg29841,pcauto,宝骏云朵,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
176.0,ARCFOX极狐,极狐考拉,sg29431,sg29431,sg29431,pcauto,极狐考拉,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
18.0,奇瑞,探索06,sg30046,sg30046,sg30046,pcauto,探索06,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,哪吒汽车,哪吒AYA,sg30064,sg30064,sg30064,pcauto,哪吒AYA,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
10.0,日产,轩逸·纯电,sg22965,sg22965,sg22965,pcauto,轩逸·纯电,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,高合汽车,高合HiPhi X,sg25089,sg25089,sg25089,pcauto,高合HiPhi X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,高合汽车,高合HiPhi Z,sg28252,sg28252,sg28252,pcauto,高合HiPhi Z,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
174.0,领克,领克08,sg29439,sg29439,sg29439,pcauto,领克08,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,高合汽车,高合HiPhi Y,sg29455,sg29455,sg29455,pcauto,高合HiPhi Y,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
159.0,腾势,腾势N8,sg29513,sg29513,sg29513,pcauto,腾势N8,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
16.0,比亚迪,海豹07DM-i,sg29582,sg29582,sg29582,pcauto,海豹07DM-i,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
40.0,广汽传祺,传祺ES9,sg30050,sg30050,sg30050,pcauto,传祺ES9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
40.0,广汽传祺,传祺E8新能源,sg30061,sg30061,sg30061,pcauto,传祺E8新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
61.0,标致,标致3008,sg7259,sg7259,sg7259,pcauto,标致3008,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
61.0,标致,标致301,sg9305,sg9305,sg9305,pcauto,标致301,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
1.0,大众,途岳新能源,sg26551,sg26551,sg26551,pcauto,途岳新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
368.0,合创汽车,合创V09,sg28426,sg28426,sg28426,pcauto,合创V09,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
425.0,坦克,坦克400新能源,sg29654,sg29654,sg29654,pcauto,坦克400新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,极石汽车,极石01,sg29992,sg29992,sg29992,pcauto,极石01,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
17.0,哈弗,哈弗猛龙新能源,sg30055,sg30055,sg30055,pcauto,哈弗猛龙新能源,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
73.0,吉利汽车,星瑞L,sg30198,sg30198,sg30198,pcauto,星瑞L,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,大家5,sg28894,sg28894,sg28894,pcauto,大家5,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,魏牌,魏牌 高山,sg29651,sg29651,sg29651,pcauto,魏牌 高山,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
36.0,荣威,荣威D7,sg30001,sg30001,sg30001,pcauto,荣威D7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,鸿蒙智行,智界S7,sg30083,sg30083,sg30083,pcauto,智界S7,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
39.0,五菱,五菱星光,sg30093,sg30093,sg30093,pcauto,五菱星光,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,哪吒汽车,哪吒X,sg30127,sg30127,sg30127,pcauto,哪吒X,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,昊铂,昊铂HT,sg30131,sg30131,sg30131,pcauto,昊铂HT,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
209.0,捷途,捷途山海L9,sg30133,sg30133,sg30133,pcauto,捷途山海L9,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
53.0,海马,海马6P,sg26012,sg26012,sg26012,pcauto,海马6P,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
,极越,极越01,sg28842,sg28842,sg28842,pcauto,极越01,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
108.0,大通,大家6,sg28882,sg28882,sg28882,pcauto,大家6,系列级补采,"太平洋汽车补采系列级数据, sg直接对齐, 无数字ID",销量源与pcauto同ID(sgXXX),True
