brand_id,brand_name,series_name,车辆主表series_id,销量表原series_id,统一后series_id,销量数据来源,销量表车系名,核对状态,处理说明,pcauto_id语义,has_sales_data
29.0,英菲尼迪,英菲尼迪QX60,5294,sg27873,5294,pcauto,英菲尼迪QX60,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27873,True
36.0,荣威,荣威D5X DMH,9347,sg30129,9347,dongchedi_fill、pcauto,荣威D5X DMH,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30129,True
36.0,荣威,荣威D6,25140,sg30716,25140,pcauto,荣威D6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30716,True
36.0,荣威,荣威RX5,1182,sg14143,1182,pcauto,荣威RX5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg14143,True
36.0,荣威,荣威i5,3041,sg23393,3041,pcauto,荣威i5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg23393,True
36.0,荣威,荣威i6,25925,sg21054,25925,pcauto,荣威i6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21054,True
36.0,荣威,荣威iMAX8,4535,sg26445,4535,pcauto,荣威iMAX8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26445,True
868.0,蓝电,蓝电E5,6204,sg29531,6204,dongchedi_fill、pcauto,蓝电E5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29531,True
868.0,蓝电,蓝电E5 PLUS,24659,sg30561,24659,pcauto,蓝电E5 PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30561,True
112.0,蔚来,蔚来EC6,4357,sg25881,4357,pcauto,蔚来EC6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25881,True
112.0,蔚来,蔚来EC7,6224,sg29226,6224,pcauto,蔚来EC7,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29226,True
112.0,蔚来,蔚来ES6,2843,sg23323,2843,pcauto,蔚来ES6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg23323,True
112.0,蔚来,蔚来ES8,1616,sg21639,1616,pcauto,蔚来ES8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21639,True
112.0,蔚来,蔚来ES9,25904,sg31154,25904,pcauto,蔚来ES9,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg31154,True
112.0,蔚来,蔚来ET5,5409,sg28446,5409,pcauto,蔚来ET5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28446,True
112.0,蔚来,蔚来ET5T,9126,sg29995,9126,pcauto,蔚来ET5T,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29995,True
112.0,蔚来,蔚来ET7,3478,sg24611,3478,pcauto,蔚来ET7,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24611,True
112.0,蔚来,蔚来ET9,9707,sg30321,9707,pcauto,蔚来ET9,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30321,True
13.0,起亚,嘉华,1126,sg651,1126,pcauto,嘉华,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg651,True
13.0,起亚,奕跑,2890,sg22943,2890,pcauto,奕跑,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22943,True
13.0,起亚,智跑,1123,sg4553,1123,pcauto,智跑,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg4553,True
13.0,起亚,焕驰,1719,sg21624,1719,pcauto,焕驰,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21624,True
13.0,起亚,狮铂拓界,6070,sg28996,6070,pcauto,狮铂拓界,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28996,True
13.0,起亚,索奈,9494,sg30415,9494,pcauto,索奈,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30415,True
13.0,起亚,赛图斯,8934,sg29561,8934,pcauto,赛图斯,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29561,True
13.0,起亚,起亚EV5,9237,sg30091,9237,pcauto,起亚EV5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30091,True
13.0,起亚,起亚EV6,4943,sg27363,4943,dongchedi_fill、pcauto,起亚EV6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27363,True
13.0,起亚,起亚K3,1116,sg7889,1116,pcauto,起亚K3,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg7889,True
19.0,路虎,揽胜极光,993,sg11374,993,pcauto,揽胜极光,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg11374,True
35.0,长安,逸动,1455,sg26101,1455,pcauto,逸动,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26101,True
35.0,长安,逸达,6209,sg29217,6209,pcauto,逸达,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29217,True
35.0,长安,锐程PLUS,6147,sg29137,6147,pcauto,锐程PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29137,True
35.0,长安,长安CS35 PLUS,3052,sg23663,3052,dongchedi_fill、pcauto,长安CS35PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg23663,False
35.0,长安,长安CS55 PLUS,4223,sg25604,4223,dongchedi_fill、pcauto,长安CS55PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25604,False
35.0,长安,长安CS75,1462,sg9759,1462,pcauto,长安CS75,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg9759,True
35.0,长安,长安CS75 PLUS,3196,sg24393,3196,pcauto,长安CS75 PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24393,True
35.0,长安,长安CS95,1463,sg9307,1463,dongchedi_fill、pcauto,长安CS95,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg9307,True
35.0,长安,长安UNI-K,4783,sg26841,4783,dongchedi_fill、pcauto,长安UNI-K,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26841,True
35.0,长安,长安UNI-K 智电iDD,5216,sg28032,5216,pcauto,长安UNI-K 智电iDD,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28032,True
35.0,长安,长安UNI-T,4353,sg25903,4353,pcauto,长安UNI-T,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25903,True
35.0,长安,长安UNI-V,5288,sg27881,5288,pcauto,长安UNI-V,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27881,True
35.0,长安,长安UNI-V 智电iDD,5923,sg28788,5923,pcauto,长安UNI-V 智电iDD,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28788,True
35.0,长安,长安X5 PLUS,9683,sg30322,9683,dongchedi_fill、pcauto,长安X5 PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30322,True
35.0,长安,长安X7 PLUS,9684,sg30323,9684,dongchedi_fill、pcauto,长安X7 PLUS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30323,True
171.0,长安凯程,欧诺S,1475,sg7739,1475,pcauto,欧诺S,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg7739,True
870.0,长安启源,长安Lumin,5859,sg28707,5859,pcauto,长安Lumin,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28707,True
870.0,长安启源,长安启源A05,9129,sg29993,9129,pcauto,长安启源A05,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29993,True
870.0,长安启源,长安启源A06,25486,sg30002,25486,pcauto,长安启源A06,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30002,True
870.0,长安启源,长安启源A07,8958,sg29653,8958,pcauto,长安启源A07,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29653,True
870.0,长安启源,长安启源E07,9642,sg30357,9642,pcauto,长安启源E07,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30357,True
870.0,长安启源,长安启源Q05,25634,sg31012,25634,dongchedi_fill、pcauto,长安启源Q05,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg31012,True
870.0,长安启源,长安启源Q07,25132,sg30714,25132,pcauto,长安启源Q07,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30714,True
119.0,长安欧尚,长安欧尚520,24932,sg30626,24932,pcauto,长安欧尚520,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30626,True
119.0,长安欧尚,长安欧尚Z6,5439,sg28262,5439,pcauto,长安欧尚Z6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28262,True
475.0,阿维塔,阿维塔 06,10230,sg30703,10230,pcauto,阿维塔06,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30703,False
475.0,阿维塔,阿维塔 07,10033,sg30462,10033,pcauto,阿维塔07,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30462,False
475.0,阿维塔,阿维塔 11,5308,sg28312,5308,pcauto,阿维塔11,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28312,False
475.0,阿维塔,阿维塔 12,8834,sg29447,8834,pcauto,阿维塔12,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29447,False
6.0,雪佛兰,创酷,1357,sg10400,1357,pcauto,创酷,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg10400,True
6.0,雪佛兰,开拓者,4196,sg24103,4196,pcauto,开拓者,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24103,True
6.0,雪佛兰,探界者,1359,sg21013,1359,pcauto,探界者,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21013,True
6.0,雪佛兰,探界者Plus,9693,sg30119,9693,pcauto,探界者Plus,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30119,True
6.0,雪佛兰,星迈罗,5897,sg28751,5897,pcauto,星迈罗,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28751,True
21.0,雪铁龙,凡尔赛C5 X,5048,sg27461,5048,pcauto,凡尔赛C5 X,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27461,True
21.0,雪铁龙,天逸 C5 AIRCROSS,1642,sg21412,1642,pcauto,天逸 C5 AIRCROSS,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21412,True
207.0,零跑汽车,零跑A10,9267,sg31064,9267,pcauto,零跑A10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg31064,True
207.0,零跑汽车,零跑B01,9266,sg30816,9266,pcauto,零跑B01,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30816,True
207.0,零跑汽车,零跑B10,9268,sg30594,9268,pcauto,零跑B10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30594,True
207.0,零跑汽车,零跑C10,9307,sg30113,9307,pcauto,零跑C10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30113,True
207.0,零跑汽车,零跑C11,4731,sg24496,4731,pcauto,零跑C11,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24496,True
207.0,零跑汽车,零跑C16,10125,sg30422,10125,dongchedi_fill、pcauto,零跑C16,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30422,True
207.0,零跑汽车,零跑D19,25718,sg31006,25718,pcauto,零跑D19,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg31006,True
207.0,零跑汽车,零跑Lafa5,25682,sg30983,25682,pcauto,零跑Lafa5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30983,True
207.0,零跑汽车,零跑T03,4272,sg25653,4272,pcauto,零跑T03,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25653,True
174.0,领克,领克01,1622,sg20922,1622,dongchedi_fill、pcauto,领克01,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg20922,True
174.0,领克,领克03,1623,sg21568,1623,pcauto,领克03,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21568,True
174.0,领克,领克05,3463,sg24463,3463,pcauto,领克05,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24463,True
174.0,领克,领克06,4342,sg25991,4342,pcauto,领克06,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25991,True
174.0,领克,领克09,5081,sg27502,5081,pcauto,领克09,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27502,True
174.0,领克,领克10,26030,sg30905,26030,pcauto,领克10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30905,True
