MAE,RMSE,MAPE,WMAPE,version,series_name,test_months,actual_volume
581.4443766276041,620.2875167530328,46.41361829821219,39.74782112072035,ALL_SENTIMENT,赛图斯,6,8777.0
3079.236124674479,3274.001329291475,43.18515687067321,43.97338271580834,ALL_SENTIMENT,赛那SIENNA,6,42015.0
394.1515604654948,460.05785324240264,36.84595062055706,41.22924272651619,ALL_SENTIMENT,起亚K3,6,5736.0
0.8928515613079071,0.8939834848391053,,,ALL_SENTIMENT,起亚KX3傲跑,6,0.0
5659.733235677083,7608.576824364788,31.427717323133393,35.69721053943855,ALL_SENTIMENT,轩逸,6,95129.0
4343.517659505208,4898.077060443239,31.918481801432648,33.94433932092223,ALL_SENTIMENT,迈腾,6,76776.0
24.51196066538493,42.406391002503234,85.90025982614291,124.6370881290759,ALL_SENTIMENT,迈腾PHEV,6,118.0
431.00170135498047,700.0751306330853,4195.370587490435,114.32405871484895,ALL_SENTIMENT,迈锐宝XL,6,2262.0
361.32863362630206,380.5855897461739,20.788272033576458,18.789840542189395,ALL_SENTIMENT,途昂,6,11538.0
5101.271809895833,5534.77984452664,35.80336618357179,36.963059270312534,ALL_SENTIMENT,途观L,6,82806.0
4228.640299479167,5016.230338233516,28.170216191721053,29.99354753682425,ALL_SENTIMENT,速腾,6,84591.0
2054.4073079427085,2433.003523858778,19.172744947024885,21.02268964705845,ALL_SENTIMENT,逸动,6,58634.0
63.5385996500651,67.08638034538737,1891.4123840468455,114.48396333345063,ALL_SENTIMENT,铂智4X,6,333.0
4797.893310546875,5038.446082179932,36.22869913822511,36.61349426172496,ALL_SENTIMENT,锋兰达,6,78625.0
110.76710001627605,126.99117421748397,70.16284827262821,54.2532734773597,ALL_SENTIMENT,锐际,6,1225.0
6461.557210286458,6648.615137905097,53.262020669865464,53.13634941711953,ALL_SENTIMENT,长安CS75 PLUS,6,72962.0
8.78329332669576,8.995205823850226,666.2265002727509,752.8537137167795,ALL_SENTIMENT,长安UNI-K 智电iDD,6,7.0
63.50580724080404,69.3943727174619,1583.18559551933,373.5635720047296,ALL_SENTIMENT,长安UNI-T,6,102.0
2700.65185546875,2982.3336191724625,62.2358534320464,40.107698157997326,ALL_SENTIMENT,雅阁,6,40401.0
647.984629313151,714.4161889957477,16021.394553027842,103.04552811764924,ALL_SENTIMENT,零跑T03,6,3773.0
