pcauto_series_id,annual_sales,pcauto_brand,brand_id,brand_name,series_id,series_name,car_id,car_name,year,energy_type,manufacturer,vehicle_class,official_price_wan,official_price_str,owner_price,dealer_price,engine_displacement_ml,engine_displacement_l,engine_intake_type,engine_cylinder_arrangement,engine_cylinder_nums,engine_unique_tech,engine_max_horsepower_ps,engine_max_power_kw,engine_max_power_rpm,engine_max_torque_nm,engine_max_torque_rpm,fuel_form,fuel_grade,oil_supply,cylinder_material,environmental_standard,gearbox_short,gear_count,gearbox_type,max_speed_kmh,acceleration_0_100_s,fuel_consumption_l_100km,warranty_period,motor_type,motor_total_power_kw,motor_total_torque_nm,motor_front_power_kw,motor_front_torque_nm,motor_rear_power_kw,motor_rear_torque_nm,motor_system_power_kw,motor_system_torque_nm,battery_type,battery_capacity_kwh,battery_range_km,electricity_consumption_kwh_100km,battery_warranty,charging_time_h,fast_charge_percent,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,min_ground_clearance_mm,curb_weight_kg,body_structure,door_count,seat_count,trunk_volume_l,door_open_way,driver_airbag,side_airbag,side_air_curtain,knee_airbag,steering_wheel_material,steering_wheel_adjustment,center_screen,multimedia_interface,sound_brand,speaker_count,seat_material,seat_heating,aircon_control,speaker_count_original,original_energy_type
sg10660,20752.0,奇瑞,18.0,奇瑞,1081,艾瑞泽5,249109,卓越版 1.5L 手动风尚型,2025,燃油,奇瑞汽车,紧凑型车,5.99,5.99万,4.64万,4.69万,1498.0,1.5,自然吸气,L,4.0,DVVT,120.0,88.0,6300.0,148.0,4900,汽油,92#,多点电喷,铝,国VI b,5挡手动,5.0,手动变速箱(MT),180.0,,6.9,3年或10万公里,,,,,,,,,,,,,,,,,4572,1825,1482,2670,1556.0,1542.0,117.0,1221.0,三厢车,4.0,5.0,430.0,平开门,主 / 副,前 / 后,,主 / 副,,上下,,,,46117,仿皮,前 / 后,手动,46117,燃油
sg10660,8422.0,奇瑞,18.0,奇瑞,1081,艾瑞泽5,249109,卓越版 1.5L 手动风尚型,2026,燃油,奇瑞汽车,紧凑型车,5.99,5.99万,4.64万,4.69万,1498.0,1.5,自然吸气,L,4.0,DVVT,120.0,88.0,6300.0,148.0,4900,汽油,92#,多点电喷,铝,国VI b,5挡手动,5.0,手动变速箱(MT),180.0,,6.9,3年或10万公里,,,,,,,,,,,,,,,,,4572,1825,1482,2670,1556.0,1542.0,117.0,1221.0,三厢车,4.0,5.0,430.0,平开门,主 / 副,前 / 后,,主 / 副,,上下,,,,46117,仿皮,前 / 后,手动,46117,燃油
sg1074,38415.0,现代,,现代,sg1074,途胜L,pcauto_m131764,途胜L 2025款 1.5T 8AT GLS 领先版,2022,燃油,北京现代,紧凑型SUV,15.98,15.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,200.0,147.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,205.0,,,五年或15万公里,,,,,,,,,,,,,,,,,4670,1865,1690,2755,,,,1497.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg1074,53000.0,现代,,现代,sg1074,途胜L,pcauto_m131764,途胜L 2025款 1.5T 8AT GLS 领先版,2023,燃油,北京现代,紧凑型SUV,15.98,15.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,200.0,147.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,205.0,,,五年或15万公里,,,,,,,,,,,,,,,,,4670,1865,1690,2755,,,,1497.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg1074,29939.0,现代,,现代,sg1074,途胜L,pcauto_m131764,途胜L 2025款 1.5T 8AT GLS 领先版,2024,燃油,北京现代,紧凑型SUV,15.98,15.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,200.0,147.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,205.0,,,五年或15万公里,,,,,,,,,,,,,,,,,4670,1865,1690,2755,,,,1497.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg1074,21120.0,现代,,现代,sg1074,途胜L,pcauto_m131764,途胜L 2025款 1.5T 8AT GLS 领先版,2025,燃油,北京现代,紧凑型SUV,15.98,15.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,200.0,147.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,205.0,,,五年或15万公里,,,,,,,,,,,,,,,,,4670,1865,1690,2755,,,,1497.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg1074,10175.0,现代,,现代,sg1074,途胜L,pcauto_m141159,途胜L 2026款 1.5T 精英版 新上市,2026,燃油,北京现代,紧凑型SUV,16.98,16.98万,,,1497.0,1.5,涡轮增压,直列,4.0,CVVD,200.0,147.0,,253.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,205.0,,,五年或15万公里,,,,,,,,,,,,,,,,,4670,1865,1690,2755,,,,1557.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg10791,107693.0,本田,9.0,本田,288,缤智,253521,1.5L CVT精英版,2022,燃油,广汽本田,小型SUV,11.99,11.99万,9.58万,8.98万,1498.0,1.5,自然吸气,L,4.0,i-VTEC,124.0,91.0,6600.0,145.0,4700,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),178.0,,5.2,3年或10万公里,,,,,,,,,,,,,,,,,4380,1790,1590,2610,1548.0,1553.0,152.0,1282.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg10791,39371.0,本田,9.0,本田,288,缤智,253521,1.5L CVT精英版,2023,燃油,广汽本田,小型SUV,11.99,11.99万,9.58万,8.98万,1498.0,1.5,自然吸气,L,4.0,i-VTEC,124.0,91.0,6600.0,145.0,4700,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),178.0,,5.2,3年或10万公里,,,,,,,,,,,,,,,,,4380,1790,1590,2610,1548.0,1553.0,152.0,1282.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg10791,16033.0,本田,9.0,本田,288,缤智,253521,1.5L CVT精英版,2024,燃油,广汽本田,小型SUV,11.99,11.99万,9.58万,8.98万,1498.0,1.5,自然吸气,L,4.0,i-VTEC,124.0,91.0,6600.0,145.0,4700,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),178.0,,5.2,3年或10万公里,,,,,,,,,,,,,,,,,4380,1790,1590,2610,1548.0,1553.0,152.0,1282.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg10791,5748.0,本田,9.0,本田,288,缤智,253521,1.5L CVT精英版,2025,燃油,广汽本田,小型SUV,11.99,11.99万,9.58万,8.98万,1498.0,1.5,自然吸气,L,4.0,i-VTEC,124.0,91.0,6600.0,145.0,4700,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),178.0,,5.2,3年或10万公里,,,,,,,,,,,,,,,,,4380,1790,1590,2610,1548.0,1553.0,152.0,1282.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg10791,3075.0,本田,9.0,本田,288,缤智,253521,1.5L CVT精英版,2026,燃油,广汽本田,小型SUV,11.99,11.99万,9.58万,8.98万,1498.0,1.5,自然吸气,L,4.0,i-VTEC,124.0,91.0,6600.0,145.0,4700,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),178.0,,5.2,3年或10万公里,,,,,,,,,,,,,,,,,4380,1790,1590,2610,1548.0,1553.0,152.0,1282.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg10801,194715.0,丰田,5.0,丰田,534,雷凌,99438,185T 豪华版,2022,燃油,广汽丰田,紧凑型车,12.98,12.98万,8.60万,8.88万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5200.0,185.0,1500,汽油,92#,缸内直喷,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.95,3年或10万公里,,,,,,,,,,,,,,,,,4640,1780,1455,2700,1527.0,1526.0,,1360.0,三厢车,4.0,5.0,471.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg10801,114055.0,丰田,5.0,丰田,534,雷凌,99438,185T 豪华版,2023,燃油,广汽丰田,紧凑型车,12.98,12.98万,8.60万,8.88万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5200.0,185.0,1500,汽油,92#,缸内直喷,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.95,3年或10万公里,,,,,,,,,,,,,,,,,4640,1780,1455,2700,1527.0,1526.0,,1360.0,三厢车,4.0,5.0,471.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg10801,68943.0,丰田,5.0,丰田,534,雷凌,99438,185T 豪华版,2024,燃油,广汽丰田,紧凑型车,12.98,12.98万,8.60万,8.88万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5200.0,185.0,1500,汽油,92#,缸内直喷,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.95,3年或10万公里,,,,,,,,,,,,,,,,,4640,1780,1455,2700,1527.0,1526.0,,1360.0,三厢车,4.0,5.0,471.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg10801,30513.0,丰田,5.0,丰田,534,雷凌,99438,185T 豪华版,2025,燃油,广汽丰田,紧凑型车,12.98,12.98万,8.60万,8.88万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5200.0,185.0,1500,汽油,92#,缸内直喷,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.95,3年或10万公里,,,,,,,,,,,,,,,,,4640,1780,1455,2700,1527.0,1526.0,,1360.0,三厢车,4.0,5.0,471.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg10801,2626.0,丰田,5.0,丰田,534,雷凌,254688,雷凌L 智能电混双擎 领先版,2026,插电混动,广汽丰田,紧凑型车,12.98,12.98万,9.69万,9.98万,1798.0,1.8,自然吸气,L,4.0,VVT-i,98.0,72.0,5200.0,142.0,3600,油电混合,92#,多点电喷,铝,国VI,E-CVT无级变速箱,,电子无级变速箱(E-CVT),160.0,,,3年或10万公里,永磁/同步,70.0,185.0,70.0,185.0,,,101.0,,,,,,,,,4695,1780,1435,2750,1531.0,1535.0,,1380.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,仿皮,前 / 后,自动,46117,插电混动
sg10858,403.0,北京越野,,北京越野,sg10858,北京BJ80,pcauto_m126433,北京BJ80 2023款 2.3T 自动侠客版,2023,燃油,北京越野,中大型SUV,29.8,29.8万,,,2290.0,2.3,涡轮增压,直列,4.0,,231.0,170.0,,345.0,,汽油,95号(原97号),多点电喷,铸铁,国VI,手自一体,6.0,手自一体,160.0,,,三年或6万公里,,,,,,,,,,,,,,,,,4765,1955,1985,2800,,,,2315.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg10891,96878.0,大众,1.0,大众,397,凌渡,240949,凌渡L 280TSI DSG潮辣版,2022,燃油,上汽大众,紧凑型车,15.39,15.39万,11.84万,11.39万,1395.0,1.4,涡轮增压,L,4.0,,150.0,110.0,4800.0,250.0,1550,汽油,92#,缸内直喷,铝,国VI b,7挡双离合,7.0,干式双离合变速箱（DCT）,200.0,8.9,,3年或10万公里,,,,,,,,,,,,,,,,,4784,1831,1469,2731,1585.0,1560.0,,1450.0,掀背车,5.0,5.0,523.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg10891,101553.0,大众,1.0,大众,397,凌渡,240949,凌渡L 280TSI DSG潮辣版,2023,燃油,上汽大众,紧凑型车,15.39,15.39万,11.84万,11.39万,1395.0,1.4,涡轮增压,L,4.0,,150.0,110.0,4800.0,250.0,1550,汽油,92#,缸内直喷,铝,国VI b,7挡双离合,7.0,干式双离合变速箱（DCT）,200.0,8.9,,3年或10万公里,,,,,,,,,,,,,,,,,4784,1831,1469,2731,1585.0,1560.0,,1450.0,掀背车,5.0,5.0,523.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg10891,67489.0,大众,1.0,大众,397,凌渡,240949,凌渡L 280TSI DSG潮辣版,2024,燃油,上汽大众,紧凑型车,15.39,15.39万,11.84万,11.39万,1395.0,1.4,涡轮增压,L,4.0,,150.0,110.0,4800.0,250.0,1550,汽油,92#,缸内直喷,铝,国VI b,7挡双离合,7.0,干式双离合变速箱（DCT）,200.0,8.9,,3年或10万公里,,,,,,,,,,,,,,,,,4784,1831,1469,2731,1585.0,1560.0,,1450.0,掀背车,5.0,5.0,523.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg10891,33688.0,大众,1.0,大众,397,凌渡,240949,凌渡L 280TSI DSG潮辣版,2025,燃油,上汽大众,紧凑型车,15.39,15.39万,11.84万,11.39万,1395.0,1.4,涡轮增压,L,4.0,,150.0,110.0,4800.0,250.0,1550,汽油,92#,缸内直喷,铝,国VI b,7挡双离合,7.0,干式双离合变速箱（DCT）,200.0,8.9,,3年或10万公里,,,,,,,,,,,,,,,,,4784,1831,1469,2731,1585.0,1560.0,,1450.0,掀背车,5.0,5.0,523.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg10891,11549.0,大众,1.0,大众,397,凌渡,251178,凌渡L 300TSI DSG凌感版,2026,燃油,上汽大众,紧凑型车,15.09,15.09万,12.30万,11.99万,1498.0,1.5,涡轮增压,L,4.0,米勒循环,160.0,118.0,5500.0,250.0,1750,汽油,92#,缸内直喷,铝,国VI,7挡双离合,7.0,干式双离合变速箱（DCT）,200.0,,,3年或10万公里,,,,,,,,,,,,,,,,,4791,1831,1469,2731,1585.0,1560.0,115.0,1435.0,掀背车,5.0,5.0,509.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,织物,前 / 后,自动,46180,燃油
sg10901,11304.0,江淮瑞风,512.0,江淮瑞风,768,瑞风M3,93539,PLUS 1.8L 7/8座舒适版CNG,2022,燃油,江汽集团,紧凑型MPV,10.49,10.49万,暂无报价,10.49万,1798.0,1.8,自然吸气,L,4.0,,116.0,85.0,5600.0,160.0,3600,油气混合,92#,多点电喷,铁,国VI,5挡手动,5.0,手动变速箱(MT),140.0,,,3年或10万公里,,,,,,,,,,,,,,,,,5145,1765,1900,3110,1500.0,1475.0,130.0,1840.0,MPV,4.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg10901,15143.0,江淮瑞风,512.0,江淮瑞风,768,瑞风M3,93539,PLUS 1.8L 7/8座舒适版CNG,2023,燃油,江汽集团,紧凑型MPV,10.49,10.49万,暂无报价,10.49万,1798.0,1.8,自然吸气,L,4.0,,116.0,85.0,5600.0,160.0,3600,油气混合,92#,多点电喷,铁,国VI,5挡手动,5.0,手动变速箱(MT),140.0,,,3年或10万公里,,,,,,,,,,,,,,,,,5145,1765,1900,3110,1500.0,1475.0,130.0,1840.0,MPV,4.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg10901,9724.0,江淮瑞风,512.0,江淮瑞风,768,瑞风M3,95795,PLUS 2.0L HEV 精英版,2024,插电混动,江汽集团,紧凑型MPV,10.99,10.99万,暂无报价,10.99万,1999.0,2.0,自然吸气,L,4.0,DVVT,136.0,100.0,5600.0,175.0,4000,油电混合,92#,多点电喷,铝,国VI,1挡DHT,1.0,,130.0,,,3年或10万公里,永磁/同步,130.0,320.0,,,130.0,320.0,,,,,,,,,,5145,1765,1900,3110,1500.0,1475.0,130.0,1840.0,MPV,4.0,7.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,插电混动
sg10901,8307.0,江淮瑞风,512.0,江淮瑞风,768,瑞风M3,245430,1.8L 手动经典版 5座,2025,燃油,江汽集团,紧凑型MPV,6.58,6.58万,5.98万,5.98万,1798.0,1.8,自然吸气,L,4.0,,133.0,98.0,5600.0,182.0,3600,汽油,92#,多点电喷,铁,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,3年或10万公里,,,,,,,,,,,,,,,,,4715,1765,1900,2810,1500.0,1475.0,130.0,1620.0,MPV,4.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg10901,2193.0,江淮瑞风,512.0,江淮瑞风,768,瑞风M3,245430,1.8L 手动经典版 5座,2026,燃油,江汽集团,紧凑型MPV,6.58,6.58万,5.98万,5.98万,1798.0,1.8,自然吸气,L,4.0,,133.0,98.0,5600.0,182.0,3600,汽油,92#,多点电喷,铁,国VI,5挡手动,5.0,手动变速箱(MT),155.0,,,3年或10万公里,,,,,,,,,,,,,,,,,4715,1765,1900,2810,1500.0,1475.0,130.0,1620.0,MPV,4.0,5.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg11052,12149.0,沃尔沃,24.0,沃尔沃,1282,沃尔沃XC60,248933,B5 四驱智逸豪华版,2026,燃油,沃尔沃亚太,中型SUV,39.69,39.69万,23.62万,23.99万,1969.0,2.0,涡轮增压,L,4.0,米勒循环,250.0,184.0,5400.0,360.0,2000,48V轻混系统,95#,缸内直喷,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),180.0,7.1,,3年不限公里,,,,,,,,,,,,,,,,,4708,1902,1660,2865,1653.0,1657.0,209.0,1920.0,SUV,5.0,5.0,483.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46306,仿皮,前 / 后,自动,46306,燃油
sg11081,111311.0,别克,12.0,别克,352,昂科威,251733,昂科威Plus 28T 两驱白金版,2022,燃油,上汽通用别克,中型SUV,22.99,22.99万,16.10万,16.39万,1998.0,2.0,涡轮增压,L,4.0,Tripower可变气门管理技术、AFM闭缸技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,9挡手自一体,9.0,手自一体变速箱(AT),210.0,8.0,,3年或10万公里,,,,,,,,,,,,,,,,,4822,1883,1695,2833,1610.0,1612.0,,1770.0,SUV,5.0,5.0,475.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11081,95028.0,别克,12.0,别克,352,昂科威,251733,昂科威Plus 28T 两驱白金版,2023,燃油,上汽通用别克,中型SUV,22.99,22.99万,16.10万,16.39万,1998.0,2.0,涡轮增压,L,4.0,Tripower可变气门管理技术、AFM闭缸技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,9挡手自一体,9.0,手自一体变速箱(AT),210.0,8.0,,3年或10万公里,,,,,,,,,,,,,,,,,4822,1883,1695,2833,1610.0,1612.0,,1770.0,SUV,5.0,5.0,475.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11081,72839.0,别克,12.0,别克,352,昂科威,251733,昂科威Plus 28T 两驱白金版,2024,燃油,上汽通用别克,中型SUV,22.99,22.99万,16.10万,16.39万,1998.0,2.0,涡轮增压,L,4.0,Tripower可变气门管理技术、AFM闭缸技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,9挡手自一体,9.0,手自一体变速箱(AT),210.0,8.0,,3年或10万公里,,,,,,,,,,,,,,,,,4822,1883,1695,2833,1610.0,1612.0,,1770.0,SUV,5.0,5.0,475.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11081,129095.0,别克,12.0,别克,352,昂科威,251733,昂科威Plus 28T 两驱白金版,2025,燃油,上汽通用别克,中型SUV,22.99,22.99万,16.10万,16.39万,1998.0,2.0,涡轮增压,L,4.0,Tripower可变气门管理技术、AFM闭缸技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,9挡手自一体,9.0,手自一体变速箱(AT),210.0,8.0,,3年或10万公里,,,,,,,,,,,,,,,,,4822,1883,1695,2833,1610.0,1612.0,,1770.0,SUV,5.0,5.0,475.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11081,51096.0,别克,12.0,别克,352,昂科威,251733,昂科威Plus 28T 两驱白金版,2026,燃油,上汽通用别克,中型SUV,22.99,22.99万,16.10万,16.39万,1998.0,2.0,涡轮增压,L,4.0,Tripower可变气门管理技术、AFM闭缸技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,9挡手自一体,9.0,手自一体变速箱(AT),210.0,8.0,,3年或10万公里,,,,,,,,,,,,,,,,,4822,1883,1695,2833,1610.0,1612.0,,1770.0,SUV,5.0,5.0,475.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11244,114592.0,宝马,4.0,宝马,2812,宝马X3,251039,改款 xDrive25L 豪华套装,2022,燃油,华晨宝马,中型SUV,34.99,34.99万,26.20万,26.60万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,212.0,156.0,5000.0,310.0,1500,汽油,95#,混合喷射,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),214.0,8.9,8.3,3年或10万公里,,,,,,,,,,,,,,,,,4865,1920,1664,2975,1614.0,1659.0,,1885.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11244,116541.0,宝马,4.0,宝马,2812,宝马X3,251039,改款 xDrive25L 豪华套装,2023,燃油,华晨宝马,中型SUV,34.99,34.99万,26.20万,26.60万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,212.0,156.0,5000.0,310.0,1500,汽油,95#,混合喷射,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),214.0,8.9,8.3,3年或10万公里,,,,,,,,,,,,,,,,,4865,1920,1664,2975,1614.0,1659.0,,1885.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11244,110280.0,宝马,4.0,宝马,2812,宝马X3,251039,改款 xDrive25L 豪华套装,2024,燃油,华晨宝马,中型SUV,34.99,34.99万,26.20万,26.60万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,212.0,156.0,5000.0,310.0,1500,汽油,95#,混合喷射,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),214.0,8.9,8.3,3年或10万公里,,,,,,,,,,,,,,,,,4865,1920,1664,2975,1614.0,1659.0,,1885.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11244,76907.0,宝马,4.0,宝马,2812,宝马X3,251039,改款 xDrive25L 豪华套装,2025,燃油,华晨宝马,中型SUV,34.99,34.99万,26.20万,26.60万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,212.0,156.0,5000.0,310.0,1500,汽油,95#,混合喷射,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),214.0,8.9,8.3,3年或10万公里,,,,,,,,,,,,,,,,,4865,1920,1664,2975,1614.0,1659.0,,1885.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11244,39920.0,宝马,4.0,宝马,2812,宝马X3,255799,xDrive25L M运动曜夜套装,2026,燃油,华晨宝马,中型SUV,31.8,31.80万,26.20万,26.60万,1998.0,2.0,涡轮增压,L,4.0,Valvetronic/Double VANOS,212.0,156.0,5000.0,310.0,1500,汽油,95#,混合喷射,铝,国VI,8挡手自一体,8.0,手自一体变速箱(AT),214.0,8.9,8.3,3年或10万公里,,,,,,,,,,,,,,,,,4865,1920,1664,2975,1614.0,1659.0,214.0,1885.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg11262,137677.0,吉利汽车,,吉利汽车,sg11262,新帝豪,pcauto_m135422,新帝豪 2025款 第4代 400万纪念款 1.5L 手动超越型,2022,燃油,吉利汽车,紧凑型车,6.89,6.89万,,,1499.0,1.5,自然吸气,直列,4.0,DVVT,120.0,88.0,,150.0,,汽油,92号(原93号),直喷,铝合金,国VI,手动,5.0,手动,175.0,,,四年或15万公里,,,,,,,,,,,,,,,,,4638,1820,1460,2650,,,,1205.0,三厢车,4.0,5.0,,平开门,,,,,皮质,上下,,,,,仿皮,,手动,,
sg11262,140037.0,吉利汽车,,吉利汽车,sg11262,新帝豪,pcauto_m135422,新帝豪 2025款 第4代 400万纪念款 1.5L 手动超越型,2023,燃油,吉利汽车,紧凑型车,6.89,6.89万,,,1499.0,1.5,自然吸气,直列,4.0,DVVT,120.0,88.0,,150.0,,汽油,92号(原93号),直喷,铝合金,国VI,手动,5.0,手动,175.0,,,四年或15万公里,,,,,,,,,,,,,,,,,4638,1820,1460,2650,,,,1205.0,三厢车,4.0,5.0,,平开门,,,,,皮质,上下,,,,,仿皮,,手动,,
sg11262,115799.0,吉利汽车,,吉利汽车,sg11262,新帝豪,pcauto_m135422,新帝豪 2025款 第4代 400万纪念款 1.5L 手动超越型,2024,燃油,吉利汽车,紧凑型车,6.89,6.89万,,,1499.0,1.5,自然吸气,直列,4.0,DVVT,120.0,88.0,,150.0,,汽油,92号(原93号),直喷,铝合金,国VI,手动,5.0,手动,175.0,,,四年或15万公里,,,,,,,,,,,,,,,,,4638,1820,1460,2650,,,,1205.0,三厢车,4.0,5.0,,平开门,,,,,皮质,上下,,,,,仿皮,,手动,,
